Code,Class,Category,Rate,Unit,Assessed,Rate impost,Code of zone,Name of zone,Comments,-99
7230,"Category ""C"" - Engineering/Architectural","Category ""C"" - Engineering/Architectural",60,Per Annum,,,,,,-99
7240,"Category ""D"" - Auctioneering Firm/Agencies","Category ""D"" - Auctioneering Firm/Agencies",50,Per Annum,,,,,,-99
7250,"Category ""E"" - Consultancy (Socio-Economic)","Category ""E"" - Consultancy (Socio-Economic)",60,Per Annum,,,,,,-99
7260,"Category ""F"" - Surveyors (General/Land)","Category ""F"" - Surveyors (General/Land)",60,Per Annum,,,,,,-99
7270,"Category ""G"" Draughtman/Technician - One man","Category ""G"" Draughtman/Technician - One man",12,Per Annum,,,,,,-99
7310,Private Security Firms,Private Security Firms,250,Per Annum,,,,,,-99
7410,Provision & Assorted Item Shops: Category 'A' - Large Scale,Provision & Assorted Item Shops: Category 'A' - Large Scale,35,Per Annum,,,,,,-99
7420,Provision & Assorted Item Shops: Category 'B' - Small Scale (Kiosk),Provision & Assorted Item Shops: Category 'B' - Small Scale (Kiosk),25,Per Annum,,,,,,-99
7430,Provision & Assorted Item Shops: Category 'C' - Table Top,Provision & Assorted Item Shops: Category 'C' - Table Top,10,Per Annum,,,,,,-99
7510,Rice Sugar Flour - Wholesale,Rice Sugar Flour - Wholesale,60,Per Annum,,,,,,-99
7610,Poultry Feed Sellers,Poultry Feed Sellers,15,Per Annum,,,,,,-99
7710,"Category ""A"" -  Radio Only","Category ""A"" -  Radio Only",625,Per Annum,,,,,,-99
7720,"Category  ""B"" -  Publishing House/Print Media","Category  ""B"" -  Publishing House/Print Media",250,Per Annum,,,,,,-99
7810,"Plumbing Shop: Category ""A"" -","Plumbing Shop: Category ""A"" -",25,Per Annum,,,,,,-99
7820,"Plumbing Shop: Category ""B"" -","Plumbing Shop: Category ""B"" -",20,Per Annum,,,,,,-99
7910,Quarry Operators Category 'A' - Mechanised Quarry,Quarry Operators Category 'A' - Mechanised Quarry,1800,Per Annum,,,,,,-99
7920,Quarry Operators Category 'B' - Mechanised Quarry,Quarry Operators Category 'B' - Mechanised Quarry,1400,Per Annum,,,,,,-99
7930,Quarry Operators Category 'C' - Quarry (Small Mechanisedl operation),Quarry Operators Category 'C' - Quarry (Small Mechanisedl operation),350,Per Annum,,,,,,-99
7940,Quarry Operators Category 'D' - Quarry (Manual operation),Quarry Operators Category 'D' - Quarry (Manual operation),150,Per Annum,,,,,,-99
7950,Quarry Operators Category 'E' - Stone Contractors (eg. Saaboa),Quarry Operators Category 'E' - Stone Contractors (eg. Saaboa),180,Per Annum,,,,,,-99
7960,Quarry Operators Category 'F' - Manual Stone Breaker,Quarry Operators Category 'F' - Manual Stone Breaker,50,Per Annum,,,,,,-99
8010,"Real Estate Developers Category  ""A"" -","Real Estate Developers Category  ""A"" -",700,Per Annum,,,,,,-99
8020,"Real Estate Developers Category  ""B"" - Agents","Real Estate Developers Category  ""B"" - Agents",40,Per Annum,,,,,,-99
8110,"Restaurant Category ""A""","Restaurant Category ""A""",80,Per Annum,,,,,,-99
8120,"Restaurant Category ""B""","Restaurant Category ""B""",50,Per Annum,,,,,,-99
8130,"Restaurant Category ""C""","Restaurant Category ""C""",30,Per Annum,,,,,,-99
8140,B: Fast Food Joints (Check-Check),B: Fast Food Joints (Check-Check),15,Per Annum,,,,,,-99
8150,C: Snack Bars,C: Snack Bars,10,Per Annum,,,,,,-99
8210,"Refrigerator/Air Condition Repairs Category ""A"" -","Refrigerator/Air Condition Repairs Category ""A"" -",15,Per Annum,,,,,,-99
8220,"Refrigerator/Air Condition Repairs Category ""B"" -","Refrigerator/Air Condition Repairs Category ""B"" -",10,Per Annum,,,,,,-99
8310,"Category  ""A"" -  New Spares","Category  ""A"" -  New Spares",20,Per Annum,,,,,,-99
8320,"Category "" B"" - Second Hand Spares only","Category "" B"" - Second Hand Spares only",15,Per Annum,,,,,,-99
8330,"Category "" C"" - Table Top","Category "" C"" - Table Top",10,Per Annum,,,,,,-99
8410,"Second Hand Clothing/Shoe Category ""A"" - Whole Shop","Second Hand Clothing/Shoe Category ""A"" - Whole Shop",450,Per Annum,,,,,,-99
8420,"Second Hand Clothing/Shoe Category ""B"" - Whole Shop","Second Hand Clothing/Shoe Category ""B"" - Whole Shop",380,Per Annum,,,,,,-99
8430,"Second Hand Clothing/Shoe Category ""C"" - Retail Shop","Second Hand Clothing/Shoe Category ""C"" - Retail Shop",15,Per Annum,,,,,,-99
8440,"Second Hand Clothing/Shoe Category ""D"" - Hawkers","Second Hand Clothing/Shoe Category ""D"" - Hawkers",1,Per Month,,,,,,-99
8510,"Second Hand Fridge/TV/Tyre/General Category ""A"" - Large","Second Hand Fridge/TV/Tyre/General Category ""A"" - Large",30,Per Annum,,,,,,-99
8520,"Second Hand Fridge/TV/Tyre/General Category ""B"" - Small","Second Hand Fridge/TV/Tyre/General Category ""B"" - Small",15,Per Annum,,,,,,-99
8610,Second Hand Car Dealers,Second Hand Car Dealers,350,Per Annum,,,,,,-99
8710,"Category ""A"" - Seamstress/Tailors/nitting  Overlock  Embroidery","Category ""A"" - Seamstress/Tailors/nitting  Overlock  Embroidery",15,Per Annum,,,,,,-99
8720,"Category ""B"" - Seamstress/Tailors","Category ""B"" - Seamstress/Tailors",12,Per Annum,,,,,,-99
8730,"Category ""C"" - Seamstress/Tailors/","Category ""C"" - Seamstress/Tailors/",10,Per Annum,,,,,,-99
8740,"Category ""D"" - Knitting  Overlock  Embroidery","Category ""D"" - Knitting  Overlock  Embroidery",10,Per Annum,,,,,,-99
8810,"SAW-MILLERS Category ""A"" - (e.g. Asefua Comp.)","SAW-MILLERS Category ""A"" - (e.g. Asefua Comp.)",300,Per Annum,,,,,,-99
8820,"SAW-MILLERS Category ""B"" - (e.g. Shama Junction Area  Agapet Area  etc.)","SAW-MILLERS Category ""B"" - (e.g. Shama Junction Area  Agapet Area  etc.)",250,Per Annum,,,,,,-99
8830,"Category ""C"" - (e.g. Sawn Timber Shops Around Ituma)","Category ""C"" - (e.g. Sawn Timber Shops Around Ituma)",200,Per Annum,,,,,,-99
8840,"Category ""D""- (Sawn Timber Shops)","Category ""D""- (Sawn Timber Shops)",60,Per Annum,,,,,,-99
8850,"Category ""F"" Regitration of Chainsaw Operators","Category ""F"" Regitration of Chainsaw Operators",20,Per Annum,,,,,,-99
8910,a. Registration of Site,a. Registration of Site,120,Per acre Per Annum,,,,,,-99
8920,b. Sand,b. Sand,180,Per Annum,,,,,,-99
8930,d. PIT  LEVY,d. PIT  LEVY,,,,,,,,-99
8940,   i. Trucks (Single Axle / 6 Wheeler),   i. Trucks (Single Axle / 6 Wheeler),1,Per Trip,,,,,,-99
8950,  ii.Trucks  (Double Axle/ 8-12  Wheeler),  ii.Trucks  (Double Axle/ 8-12  Wheeler),1.5,Per Trip,,,,,,-99
8960, iii. Trucks (14-18 Wheeler ), iii. Trucks (14-18 Wheeler ),2,Per Trip,,,,,,-99
8970,iv. Trucks (Double Axle 18 - 22),iv. Trucks (Double Axle 18 - 22),3,Per Trip,,,,,,-99
9010,a. Auto Electricians,a. Auto Electricians,20,Per Annum,,,,,,-99
9020,b. Mechanics/Fitters,b. Mechanics/Fitters,20,Per Annum,,,,,,-99
9030,c. Welders (Auto),c. Welders (Auto),20,Per Annum,,,,,,-99
9040,d. Auto Sprayers with Dryers/Oven,d. Auto Sprayers with Dryers/Oven,20,Per Annum,,,,,,-99
9050,e. Auto Sprayers without Dryers/Oven,e. Auto Sprayers without Dryers/Oven,20,Per Annum,,,,,,-99
9060,f. Upholsters (Car),f. Upholsters (Car),20,Per Annum,,,,,,-99
9070,g. Blacksmiths,g. Blacksmiths,20,Per Annum,,,,,,-99
9080,h. General Electrician,h. General Electrician,20,Per Annum,,,,,,-99
9090,i. Painters,i. Painters,20,Per Annum,,,,,,-99
9100,j. Plumbers,j. Plumbers,20,Per Annum,,,,,,-99
9110,k.Vulcanisers,k.Vulcanisers,20,Per Annum,,,,,,-99
9190,l. Welders (Metal Fabrication),l. Welders (Metal Fabrication),20,Per Annum,,,,,,-99
9130,m. Key Cutters,m. Key Cutters,20,Per Annum,,,,,,-99
9140,n. Rubber Stamp Makers,n. Rubber Stamp Makers,20,Per Annum,,,,,,-99
9150,o. Warch Repairers,o. Warch Repairers,20,Per Annum,,,,,,-99
9160,p. Masons,p. Masons,20,Per Annum,,,,,,-99
9170,q. All Artsans in general.,q. All Artsans in general.,20,Per Annum,,,,,,-99
9180,"Category ""A"" - Service Provider  eg. Vodafone  MTN  Millicom  Kasapa)","Category ""A"" - Service Provider  eg. Vodafone  MTN  Millicom  Kasapa)",5000,Per Annum,,,,,,-99
9120,"Category ""B"" -  Phone Cards - Retailer","Category ""B"" -  Phone Cards - Retailer",12,Per Annum,,,,,,-99
9210,"Category ""A""  Upholtery/Curtain Materials","Category ""A""  Upholtery/Curtain Materials",30,Per Annum,,,,,,-99
9220,"Category ""B""  Suiting/Other Materials","Category ""B""  Suiting/Other Materials",30,Per Annum,,,,,,-99
9230,"Category ""C""  Retail Store","Category ""C""  Retail Store",10,Per Annum,,,,,,-99
9240,"Category ""D"" - Retail Kiosk/Table Top","Category ""D"" - Retail Kiosk/Table Top",8,Per Annum,,,,,,-99
9310,"Category ""A"" - New Tyre/Battery Delears","Category ""A"" - New Tyre/Battery Delears",30,Per Annum,,,,,,-99
9320,"Category ""B"" - Second Hand Tyre Dealers","Category ""B"" - Second Hand Tyre Dealers",25,Per Annum,,,,,,-99
9410,"Category ""A"" - Vulcanizing Shops - Large","Category ""A"" - Vulcanizing Shops - Large",15,Per Annum,,,,,,-99
9420,"Category ""B"" - Vulcanizing Shops - Small","Category ""B"" - Vulcanizing Shops - Small",10,Per Annum,,,,,,-99
9510,"Sawn Timber Products Category ""A"" - (eg.Asefoa Comp.)","Sawn Timber Products Category ""A"" - (eg.Asefoa Comp.)",300,Per Annum,,,,,,-99
9520,"Sawn Timber Products Category ""B"" - (eg. Shama Junnct Area  Agapet Area  etc)","Sawn Timber Products Category ""B"" - (eg. Shama Junnct Area  Agapet Area  etc)",250,Per Annum,,,,,,-99
9530,"Category ""C"" - (eg. Sawn Timber Shops)","Category ""C"" - (eg. Sawn Timber Shops)",120,Per Annum,,,,,,-99
9540,"Category ""D"" - (eg. Sawn Timber Shops)","Category ""D"" - (eg. Sawn Timber Shops)",60,Per Annum,,,,,,-99
9550,"Catrgory ""D"" Registration of Chainsaw Machines","Catrgory ""D"" Registration of Chainsaw Machines",15,Per Annum,,,,,,-99
97010,"Upholstery/Furniture Category  ""A"" - Workshop & Showroom  (eg","Upholstery/Furniture Category  ""A"" - Workshop & Showroom  (eg",60,Per Annum,,,,,,-99
97020,"Upholstery/Furniture Category  ""B"" - Workshop or Showroom only","Upholstery/Furniture Category  ""B"" - Workshop or Showroom only",40,Per Annum,,,,,,-99
97030,"Upholstery/Furniture Category  ""C""- Wayside","Upholstery/Furniture Category  ""C""- Wayside",20,Per Annum,,,,,,-99
9710,"Wireless/TV Category ""A"" -  Repairs & Parts Sales","Wireless/TV Category ""A"" -  Repairs & Parts Sales",18,Per Annum,,,,,,-99
9720,"Wireless/TV Category ""B"" - Repairs only","Wireless/TV Category ""B"" - Repairs only",12,Per Annum,,,,,,-99
9730,"Wireless/TV Category ""C"" - Parts only","Wireless/TV Category ""C"" - Parts only",8,Per Annum,,,,,,-99
9810,"Wood Workshops Category  ""A"" (e.g. Bentir Area)","Wood Workshops Category  ""A"" (e.g. Bentir Area)",80,Per Annum,,,,,,-99
9820,"Wood Workshops Category  ""B"" -","Wood Workshops Category  ""B"" -",60,Per Annum,,,,,,-99
9910,"Category  ""A"" (Stool Carvers)","Category  ""A"" (Stool Carvers)",40,Per Annum,,,,,,-99
9920,"Category  ""B"" (Other Carvers)","Category  ""B"" (Other Carvers)",30,Per Annum,,,,,,-99
9930,"Category  ""C"" (Roadside Carvers)","Category  ""C"" (Roadside Carvers)",20,Per Annum,,,,,,-99
10010,"Category  ""A"" - (Livestock; poultry birds)","Category  ""A"" - (Livestock; poultry birds)",100,Per Annum,,,,,,-99
10020,"Category  ""B"" - Sheep and Goat","Category  ""B"" - Sheep and Goat",120,Per Annum,,,,,,-99
10030,"Category  ""C"" - Cattle","Category  ""C"" - Cattle",200,Per Annum,,,,,,-99
10110,"Mineral Water CAT ""A""","Mineral Water CAT ""A""",350,Per Annum,,,,,,-99
10120,"Mineral Water CAT ""B""","Mineral Water CAT ""B""",250,Per Annum,,,,,,-99
10130,"Mineral Water CAT ""C""","Mineral Water CAT ""C""",150,Per Annum,,,,,,-99
10210,Category 'A'  - Bicycle Store,Category 'A'  - Bicycle Store,30,Per Annum,,,,,,-99
10220,Category 'B'  - Bicycle Store,Category 'B'  - Bicycle Store,15,Per Annum,,,,,,-99
10230,Category 'C'  - Bicycle Hiring Operator,Category 'C'  - Bicycle Hiring Operator,10,Per Annum,,,,,,-99
10240,Private Bicycle Owners,Private Bicycle Owners,10,Per Annum,,,,,,-99
10250,Bicycle Parts/Repairer/Hiring,Bicycle Parts/Repairer/Hiring,15,Per Annum,,,,,,-99
10260,Bicycle Parts/Repairer,Bicycle Parts/Repairer,10,Per Annum,,,,,,-99
