Code,Class,Category,Rate,Unit,Assessed,Rate impost,Code of zone,Name of zone,Comments,-99
906,Self-Employed Persons/Workshops,Auto Sprayers without Dryers/Oven,35,Per Annum,,,,,,-99
907,Self-Employed Persons/Workshops,Upholsters (Car),35,Per Annum,,,,,,-99
908,Self-Employed Persons/Workshops,Blacksmiths,35,Per Annum,,,,,,-99
909,Self-Employed Persons/Workshops,General Electrician,35,Per Annum,,,,,,-99
910,Self-Employed Persons/Workshops,Painters,35,Per Annum,,,,,,-99
911,Self-Employed Persons/Workshops,Plumbers,35,Per Annum,,,,,,-99
912,Self-Employed Persons/Workshops,Vulcanisers,35,Per Annum,,,,,,-99
913,Self-Employed Persons/Workshops,Welders (Metal Fabrication),35,Per Annum,,,,,,-99
914,Self-Employed Persons/Workshops,Key Cutters,35,Per Annum,,,,,,-99
915,Self-Employed Persons/Workshops,Rubber Stamp Makers,35,Per Annum,,,,,,-99
916,Self-Employed Persons/Workshops,Warch Repairers,35,Per Annum,,,,,,-99
917,Self-Employed Persons/Workshops,Masons,35,Per Annum,,,,,,-99
921,Self-Employed Persons/Workshops,All Artsans in general.,35,Per Annum,,,,,,-99
922,Telecom/Cellular Phone Companies (BOP),"Category ""A"" - Service Provider.eg. Vodafone. MTN. Millicom. Kasapa)",5500,Per Annum,,,,,,-99
923,Telecom/Cellular Phone Companies (BOP),"Category ""B"" -  Phone Cards - Retailers/WholeSales/Mobile money transfer",60,Per Annum,,,,,,-99
924,Telecom/Cellular Phone Companies (BOP),"Category ""C"" -  Phone Cards - Retailer",25,Per Annum,,,,,,-99
925,Textiles,"Category ""A""  Upholtery/Curtain Materials",50,Per Annum,,,,,,-99
931,Textiles,"Category ""B""  Suiting/Other Materials",50,Per Annum,,,,,,-99
932,Textiles,"Category ""C""  Retail Store",40,Per Annum,,,,,,-99
941,Textiles,"Category ""D"" - Retail Kiosk/Table Top",15,Per Annum,,,,,,-99
942,Tyre/Battery Dealers,"Category ""A"" - New Tyre/Battery Delears",50,Per Annum,,,,,,-99
951,Tyre/Battery Dealers,"Category ""B"" - Second Hand Tyre Dealers",40,Per Annum,,,,,,-99
952,Tyre Repairs,"Category ""A"" - Vulcanizing Shops - Large",40,Per Annum,,,,,,-99
953,Tyre Repairs,"Category ""B"" - Vulcanizing Shops - Small",25,Per Annum,,,,,,-99
954,Sawn Timber Products ,"Sawn Timber Products Category ""A"" - (eg.Asefoa Comp.)",450,Per Annum,,,,,,-99
955,Sawn Timber Products ,"Sawn Timber Products Category ""B"" - (eg. Shama Junnct Area. Agapet Area. etc)",350,Per Annum,,,,,,-99
9701,"Category ""C"" - (eg. Sawn Timber Shops)","Category ""C"" - (eg. Sawn Timber Shops)",200,Per Annum,,,,,,-99
9702,"Category ""D"" - (eg. Sawn Timber Shops)","Category ""D"" - (eg. Sawn Timber Shops)",80,Per Annum,,,,,,-99
9703,"Catrgory ""F"" Registration of Chainsaw Machines","Catrgory ""F"" Registration of Chainsaw Machines",60,Per Annum,,,,,,-99
971,Upholstery/Furniture,"Upholstery/Furniture Category  ""A"" - Workshop & Showroom  (eg",100,Per Annum,,,,,,-99
972,Upholstery/Furniture ,"Upholstery/Furniture Category  ""B"" - Workshop or Showroom only",70,Per Annum,,,,,,-99
973,Upholstery/Furniture ,"Upholstery/Furniture Category  ""C""- Wayside",20,Per Annum,,,,,,-99
981,Wireless/TV ,"Wireless/TV Category ""A"" -  Repairs & Parts Sales",30,Per Annum,,,,,,-99
982,Wireless/TV ,"Wireless/TV Category ""B"" - Repairs only",25,Per Annum,,,,,,-99
991,Wireless/TV ,"Wireless/TV Category ""C"" - Parts only",15,Per Annum,,,,,,-99
992,Wood Workshops ,"Wood Workshops Category  ""A"" (e.g. Bentir Area)",100,Per Annum,,,,,,-99
993,Wood Workshops ,"Wood Workshops Category  ""B"" -",80,Per Annum,,,,,,-99
1001,"Category  ""A"" (Stool Carvers)","Category  ""A"" (Stool Carvers)",50,Per Annum,,,,,,-99
1002,"Category  ""B"" (Other Carvers)","Category  ""B"" (Other Carvers)",40,Per Annum,,,,,,-99
1003,"Category  ""C"" (Roadside Carvers)","Category  ""C"" (Roadside Carvers)",30,Per Annum,,,,,,-99
1011,"Category  ""A"" - (Livestock. poultry birds)","Category  ""A"" - (Livestock. poultry birds)",100,Per Annum,,,,,,-99
1012,"Category  ""B"" - Sheep and Goat","Category  ""B"" - Sheep and Goat",120,Per Annum,,,,,,-99
1013,"Category  ""C"" - Cattle","Category  ""C"" - Cattle",200,Per Annum,,,,,,-99
1021,Mineral Water,"Mineral Water CAT ""A""",350,Per Annum,,,,,,-99
1022,Mineral Water,"Mineral Water CAT ""B""",250,Per Annum,,,,,,-99
1023,Mineral Water,"Mineral Water CAT ""C""",150,Per Annum,,,,,,-99
1024,Category 'A'  - Bicycle Store,Category 'A'  - Bicycle Store,40,Per Annum,,,,,,-99
1025,Category 'B'  - Bicycle Store,Category 'B'  - Bicycle Store,20,Per Annum,,,,,,-99
1026,Category 'C'  - Bicycle Hiring Operator,Category 'C'  - Bicycle Hiring Operator,15,Per Annum,,,,,,-99
1027,Private Bicycle Owners,Private Bicycle Owners,15,Per Annum,,,,,,-99
1028,Bicycle Parts/Repairer/Hiring,Bicycle Parts/Repairer/Hiring,20,Per Annum,,,,,,-99
1029,Bicycle Parts/Repairer,Bicycle Parts/Repairer,15,Per Annum,,,,,,-99
1030,Funeral Home,Funeral Home,100,Per Annum,,,,,,-99
1031,Ordinary Shoes ,"Category  ""A""",35,Per Annum,,,,,,-99
1032,Ordinary Shoes ,"Category  ""b""",30,Per Annum,,,,,,-99
1033,Ordinary Shoes ,"Category  ""C""",20,Per Annum,,,,,,-99
1034,Ordinary Shoes ,"Category  ""D""",15,Per Annum,,,,,,-99
